Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Popularity
Rumble Roses,PS2,2004.0,Fighting,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,66.0,44.0,8.5,20.0,Yuke's,M,
LMA Manager 2007,X360,2006.0,Sports,Codemasters,0.0,0.01,0.0,0.0,0.01,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
FIFA Soccer 13,PSV,2012.0,Action,Electronic Arts,0.0,0.28,0.05,0.11,0.44,57.0,9.0,4.1,89.0,Electronic Arts,E,
Gormiti: The Lords of Nature!,Wii,2010.0,Adventure,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Jeopardy!,PS2,2003.0,Misc,Atari,0.24,0.18,0.0,0.06,0.48,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Hot Wheels Turbo Racing,PS,1999.0,Racing,Electronic Arts,0.59,0.4,0.0,0.07,1.07,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Diabolik Lovers: More Blood,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Bratz: Girlz Really Rock,PS2,2008.0,Action,THQ,0.11,0.09,0.0,0.03,0.23,71.0,21.0,8.4,7.0,Blitz Games,E,
Gummy Bears Mini Golf,DS,2010.0,Sports,Storm City Games,0.04,0.0,0.0,0.0,0.05,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Castlevania: Circle of the Moon,GBA,2001.0,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,91.0,22.0,8.5,59.0,KCEK,T,
Atari Flashback Classics: Volume 1,PS4,2016.0,Misc,Atari,0.02,0.0,0.0,0.0,0.03,71.0,21.0,tbd,24.0,"Atari, Atari SA",E,
Urban Chaos,PS,1999.0,Action,Eidos Interactive,0.06,0.04,0.0,0.01,0.1,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80.0,17.0,6.8,11.0,Konami,E,
Jurassic: The Hunted,Wii,2009.0,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,71.0,21.0,tbd,24.0,Activision,T,
The Sims,GC,2003.0,Simulation,Electronic Arts,0.35,0.13,0.0,0.01,0.49,85.0,16.0,7.7,22.0,Edge of Reality,T,
Tokimeki Memorial: Taisen Pazurudama,PS,1996.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.09,0.01,0.1,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Legend of the Dragon,Wii,2007.0,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,37.0,14.0,4.8,6.0,Neko Entertainment,T,
Batman: Rise of Sin Tzu,GC,2003.0,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,63.0,17.0,tbd,24.0,Ubisoft Montreal,T,
Blitz: The League II,PS3,2008.0,Sports,Midway Games,0.11,0.02,0.0,0.02,0.15,62.0,25.0,7.5,15.0,UNKNOWN,UNKNOWN,
Picross 3D 2,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
DanceDanceRevolution,Wii,2010.0,Simulation,Konami Digital Entertainment,0.28,0.04,0.0,0.02,0.34,71.0,21.0,tbd,24.0,Konami,E,
Ashes Cricket 2009,X360,2009.0,Sports,Codemasters,0.0,0.19,0.0,0.01,0.2,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Naval Ops: Commander,PS2,2004.0,Simulation,Tecmo Koei,0.03,0.02,0.0,0.01,0.05,65.0,12.0,tbd,24.0,Micro Cabin,T,
